TransactionID,Date,CustomerID,ProductID,StoreID,PromoID,ChannelID,Quantity,UnitPrice,DiscountAmount,TotalAmount,PaymentMethod
89,2025-12-04,2144,106,5,2,5,3,18,8.1,45.9,Credit Card
90,2025-04-02,5378,109,1,2,2,1,40,6.0,34.0,Credit Card
91,2025-11-18,8857,106,5,0,2,3,18,0.0,54.0,LFC Points
92,2025-08-18,2479,104,1,2,6,2,65,19.5,110.5,Apple Pay
93,2025-08-30,2441,101,4,2,5,1,125,18.75,106.25,Apple Pay
94,2025-02-28,269,105,4,0,6,1,60,0.0,60.0,PayPal
95,2025-06-05,9501,104,3,0,1,1,65,0.0,65.0,PayPal
96,2025-12-15,1878,102,1,2,2,2,80,24.0,136.0,PayPal
97,2025-08-12,1464,104,1,2,6,1,65,9.75,55.25,Apple Pay
98,2025-08-14,5838,101,4,0,2,2,125,0.0,250.0,Apple Pay
99,2025-10-10,4930,101,4,2,6,1,125,18.75,106.25,Debit Card
100,2025-11-17,7825,101,4,2,6,1,125,18.75,106.25,PayPal
101,2025-06-08,9945,105,1,2,5,2,60,18.0,102.0,PayPal
102,2025-11-29,5707,109,2,2,6,2,40,12.0,68.0,PayPal
103,2025-04-19,9215,104,5,2,5,2,65,19.5,110.5,Debit Card
104,2025-03-26,4988,106,1,2,4,1,18,2.7,15.3,PayPal
105,2025-01-20,8585,104,4,2,1,1,65,9.75,55.25,Apple Pay
106,2025-11-26,3015,105,5,2,1,2,60,18.0,102.0,PayPal
107,2025-12-26,4060,110,3,0,5,1,25,0.0,25.0,Credit Card
108,2025-05-14,5849,104,4,2,1,1,65,9.75,55.25,Apple Pay
109,2025-12-26,9014,109,1,2,6,4,40,24.0,136.0,PayPal
110,2025-11-20,2716,106,4,0,2,1,18,0.0,18.0,LFC Points
111,2025-07-12,1794,108,5,0,2,2,65,0.0,130.0,Debit Card
112,2025-02-07,8157,101,5,2,1,1,125,18.75,106.25,PayPal
113,2025-07-28,8738,109,2,0,6,1,40,0.0,40.0,Debit Card
114,2025-11-17,8939,105,4,2,6,1,60,9.0,51.0,Debit Card
115,2025-10-09,1572,106,3,0,3,4,18,0.0,72.0,Apple Pay
116,2025-06-16,4279,107,2,2,3,1,75,11.25,63.75,Apple Pay
117,2025-08-13,3796,102,5,0,2,2,80,0.0,160.0,Debit Card
118,2025-08-04,1770,103,5,2,5,2,80,24.0,136.0,PayPal
119,2025-03-30,2651,110,4,0,2,3,25,0.0,75.0,PayPal
120,2025-11-24,9575,105,4,2,5,2,60,18.0,102.0,Credit Card
121,2025-10-12,982,110,4,2,1,4,25,15.0,85.0,Credit Card
122,2025-08-27,3794,104,4,0,2,2,65,0.0,130.0,PayPal
123,2025-02-18,6952,101,4,2,2,1,125,18.75,106.25,PayPal
124,2025-02-12,4343,105,3,2,3,2,60,18.0,102.0,Apple Pay
125,2025-01-19,4341,105,2,2,2,2,60,18.0,102.0,Debit Card
126,2025-08-09,4281,105,5,2,6,1,60,9.0,51.0,LFC Points
127,2025-08-01,9766,105,5,2,1,2,60,18.0,102.0,Apple Pay
128,2025-02-14,9394,102,4,2,2,2,80,24.0,136.0,LFC Points
129,2025-01-23,4167,110,4,2,2,4,25,15.0,85.0,Debit Card
130,2025-01-11,9879,104,4,2,2,1,65,9.75,55.25,PayPal
131,2025-05-07,9736,107,1,2,4,1,75,11.25,63.75,Apple Pay
132,2025-03-30,7787,107,1,0,1,1,75,0.0,75.0,PayPal
133,2025-05-25,1984,105,5,2,6,2,60,18.0,102.0,Credit Card
134,2025-03-29,7133,102,4,0,5,1,80,0.0,80.0,Apple Pay
135,2025-03-21,5334,106,4,2,5,1,18,2.7,15.3,LFC Points
136,2025-04-12,2350,107,5,2,5,1,75,11.25,63.75,Debit Card
137,2025-10-01,4192,102,4,2,1,2,80,24.0,136.0,Apple Pay
138,2025-02-07,146,110,3,2,2,3,25,11.25,63.75,Debit Card
139,2025-11-18,5932,103,5,2,1,2,80,24.0,136.0,Credit Card
140,2025-07-08,6586,109,1,2,6,1,40,6.0,34.0,LFC Points
141,2025-05-21,8612,103,2,2,5,2,80,24.0,136.0,Debit Card
142,2025-08-30,1177,103,4,2,6,1,80,12.0,68.0,Apple Pay
143,2025-01-17,3021,110,4,2,2,1,25,3.75,21.25,Debit Card
144,2025-03-19,6664,108,2,0,3,1,65,0.0,65.0,Debit Card
145,2025-03-21,6709,103,4,2,6,2,80,24.0,136.0,PayPal
146,2025-05-30,7118,110,1,2,4,1,25,3.75,21.25,LFC Points
147,2025-11-21,4799,107,4,2,6,2,75,22.5,127.5,PayPal
148,2025-05-31,9562,103,4,2,5,2,80,24.0,136.0,Apple Pay
149,2025-11-07,3177,102,1,2,4,2,80,24.0,136.0,Apple Pay
150,2025-11-23,8109,103,3,2,6,2,80,24.0,136.0,PayPal
151,2025-09-16,4271,110,1,2,3,1,25,3.75,21.25,Apple Pay
152,2025-04-28,6625,107,1,2,1,1,75,11.25,63.75,Debit Card
153,2025-01-17,3136,102,4,2,2,1,80,12.0,68.0,Credit Card
154,2025-09-05,7376,110,2,0,2,2,25,0.0,50.0,Apple Pay
155,2025-01-22,3398,109,5,2,2,2,40,12.0,68.0,Debit Card
156,2025-04-13,1669,106,5,2,6,1,18,2.7,15.3,LFC Points
157,2025-01-09,1727,107,4,2,2,1,75,11.25,63.75,Debit Card
158,2025-05-08,6937,103,4,2,1,1,80,12.0,68.0,LFC Points
159,2025-04-24,8205,109,4,2,6,3,40,18.0,102.0,Debit Card
160,2025-02-06,1808,106,3,2,5,2,18,5.4,30.6,LFC Points
161,2025-09-05,8916,102,3,2,4,1,80,12.0,68.0,Apple Pay
162,2025-02-14,5203,110,4,2,5,1,25,3.75,21.25,PayPal
163,2025-08-07,202,109,4,2,5,2,40,12.0,68.0,Debit Card
164,2025-07-14,5788,101,1,2,2,1,125,18.75,106.25,Debit Card
165,2025-07-30,2861,103,5,2,2,2,80,24.0,136.0,LFC Points
166,2025-11-24,9915,103,4,0,5,2,80,0.0,160.0,Credit Card
167,2025-11-23,9016,103,2,2,4,2,80,24.0,136.0,Credit Card
168,2025-05-06,5528,101,2,2,6,1,125,18.75,106.25,Credit Card
169,2025-01-31,8674,105,2,0,1,2,60,0.0,120.0,PayPal
170,2025-11-11,9535,108,5,2,5,1,65,9.75,55.25,PayPal
171,2025-03-11,8577,102,5,0,5,2,80,0.0,160.0,Apple Pay
172,2025-04-05,6925,109,4,2,2,3,40,18.0,102.0,Credit Card
173,2025-10-01,3514,107,4,2,5,2,75,22.5,127.5,LFC Points
174,2025-12-11,2687,102,4,2,1,2,80,24.0,136.0,Debit Card
175,2025-08-30,3211,101,4,2,1,2,125,37.5,212.5,Credit Card
176,2025-05-24,3239,110,4,3,6,2,25,20.0,30.0,Credit Card
177,2025-01-27,5592,107,1,0,3,1,75,0.0,75.0,PayPal
178,2025-01-04,2905,105,4,0,5,2,60,0.0,120.0,Apple Pay
179,2025-09-20,5348,108,4,2,2,1,65,9.75,55.25,Credit Card
180,2025-04-29,2757,108,1,2,3,1,65,9.75,55.25,Apple Pay
181,2025-03-31,2502,110,4,2,5,2,25,7.5,42.5,Debit Card
182,2025-03-11,9420,108,4,2,2,1,65,9.75,55.25,Apple Pay
183,2025-05-12,610,102,4,2,1,1,80,12.0,68.0,LFC Points
184,2025-12-17,4846,108,1,2,2,2,65,19.5,110.5,Apple Pay
185,2025-05-01,1398,109,5,2,6,3,40,18.0,102.0,Apple Pay
186,2025-11-04,4396,108,1,2,6,1,65,9.75,55.25,PayPal
187,2025-11-19,9405,103,2,2,3,2,80,24.0,136.0,PayPal
188,2025-04-21,6551,107,1,2,6,1,75,11.25,63.75,PayPal
189,2025-06-29,5890,106,1,2,4,3,18,8.1,45.9,Apple Pay
190,2025-10-06,3998,109,4,2,5,1,40,6.0,34.0,Credit Card
191,2025-09-13,7615,101,4,2,1,1,125,18.75,106.25,Debit Card
192,2025-03-01,7272,103,1,0,6,1,80,0.0,80.0,Debit Card
193,2025-07-05,9627,109,1,0,1,2,40,0.0,80.0,Debit Card
194,2025-05-02,1803,106,4,2,6,4,18,10.8,61.2,Apple Pay
195,2025-01-10,1893,101,1,0,1,2,125,0.0,250.0,Credit Card
196,2025-02-16,3276,104,4,2,5,1,65,9.75,55.25,PayPal
197,2025-03-27,2854,107,4,0,2,1,75,0.0,75.0,Credit Card
198,2025-07-18,4528,103,1,2,6,2,80,24.0,136.0,Debit Card
199,2025-04-29,1917,107,5,0,1,1,75,0.0,75.0,LFC Points
200,2025-03-21,3118,102,1,0,3,2,80,0.0,160.0,Credit Card
201,2025-12-20,7355,102,3,2,6,2,80,24.0,136.0,Apple Pay
202,2025-08-27,4097,101,4,2,1,1,125,18.75,106.25,LFC Points
203,2025-12-07,9383,106,4,0,1,1,18,0.0,18.0,LFC Points
204,2025-12-30,191,101,2,2,3,2,125,37.5,212.5,PayPal
205,2025-08-14,3814,106,3,0,2,4,18,0.0,72.0,Debit Card
206,2025-07-06,9800,106,1,0,1,4,18,0.0,72.0,Debit Card
207,2025-07-05,2984,105,2,0,6,1,60,0.0,60.0,Debit Card
208,2025-12-27,3043,109,4,2,1,4,40,24.0,136.0,PayPal
209,2025-02-20,891,107,3,2,1,2,75,22.5,127.5,Credit Card
210,2025-03-28,4831,110,5,0,5,2,25,0.0,50.0,Apple Pay
211,2025-08-17,7214,108,5,2,6,2,65,19.5,110.5,LFC Points
212,2025-01-23,6017,108,4,0,6,2,65,0.0,130.0,Debit Card
213,2025-03-19,2106,108,2,2,5,2,65,19.5,110.5,Apple Pay
214,2025-03-25,6452,102,2,2,3,2,80,24.0,136.0,LFC Points
215,2025-11-16,8587,110,4,2,2,1,25,3.75,21.25,PayPal
216,2025-10-11,4085,102,4,2,1,1,80,12.0,68.0,Apple Pay
217,2025-02-28,1534,102,1,2,3,2,80,24.0,136.0,Credit Card
218,2025-03-22,4797,109,5,2,2,3,40,18.0,102.0,Apple Pay
219,2025-08-02,7203,104,1,0,4,1,65,0.0,65.0,PayPal
220,2025-02-08,7700,105,4,0,2,1,60,0.0,60.0,PayPal
221,2025-07-25,9784,106,5,2,1,3,18,8.1,45.9,Credit Card
222,2025-10-05,5766,108,5,2,6,1,65,9.75,55.25,Debit Card
223,2025-05-11,122,102,1,2,5,1,80,12.0,68.0,PayPal
224,2025-07-26,1464,108,5,0,2,1,65,0.0,65.0,Debit Card
225,2025-11-29,603,102,4,4,5,1,80,20.0,60.0,Debit Card
226,2025-08-20,3494,109,1,2,1,1,40,6.0,34.0,LFC Points
227,2025-11-20,1440,108,5,0,5,1,65,0.0,65.0,Apple Pay
228,2025-08-29,9620,107,3,2,5,2,75,22.5,127.5,Apple Pay
229,2025-01-07,503,102,4,2,2,2,80,24.0,136.0,Apple Pay
230,2025-03-08,6535,101,3,2,6,2,125,37.5,212.5,LFC Points
231,2025-03-18,4767,102,1,0,1,2,80,0.0,160.0,Debit Card
232,2025-05-19,2827,105,4,2,2,1,60,9.0,51.0,Credit Card
233,2025-05-10,7751,106,4,2,5,4,18,10.8,61.2,PayPal
234,2025-03-15,4502,109,4,0,5,2,40,0.0,80.0,Credit Card
235,2025-11-26,6971,105,2,4,4,1,60,15.0,45.0,Credit Card
236,2025-08-05,8376,105,2,2,4,1,60,9.0,51.0,LFC Points
237,2025-11-02,5697,102,2,2,1,2,80,24.0,136.0,LFC Points
238,2025-03-18,3901,105,4,2,2,2,60,18.0,102.0,PayPal
239,2025-06-13,2407,102,4,2,6,2,80,24.0,136.0,Apple Pay
240,2025-08-06,4213,106,4,0,6,2,18,0.0,36.0,Debit Card
241,2025-02-20,7097,105,4,2,5,2,60,18.0,102.0,Credit Card
242,2025-08-09,553,106,4,2,1,3,18,8.1,45.9,Credit Card
243,2025-02-19,3493,108,5,2,1,1,65,9.75,55.25,Debit Card
244,2025-11-25,4762,107,4,2,5,1,75,11.25,63.75,Credit Card
245,2025-12-17,195,108,1,2,6,1,65,9.75,55.25,PayPal
246,2025-10-02,7017,110,4,2,6,3,25,11.25,63.75,PayPal
247,2025-07-12,877,102,1,2,5,1,80,12.0,68.0,Credit Card
248,2025-05-21,1745,106,1,2,6,3,18,8.1,45.9,Apple Pay
249,2025-09-08,5021,108,5,2,5,2,65,19.5,110.5,Debit Card
250,2025-07-10,9974,108,5,2,5,2,65,19.5,110.5,Credit Card
251,2025-02-18,6989,109,5,2,6,2,40,12.0,68.0,Apple Pay
252,2025-05-04,1254,108,2,2,3,2,65,19.5,110.5,Credit Card
253,2025-05-11,68,110,5,2,5,1,25,3.75,21.25,Credit Card
254,2025-03-01,8493,106,1,2,5,4,18,10.8,61.2,Apple Pay
255,2025-11-26,293,110,2,2,4,1,25,3.75,21.25,Apple Pay
256,2025-12-03,5805,101,4,2,2,2,125,37.5,212.5,LFC Points
257,2025-03-20,8228,102,2,2,3,2,80,24.0,136.0,Debit Card
258,2025-07-19,6525,109,2,0,1,2,40,0.0,80.0,LFC Points
259,2025-11-07,2817,105,2,0,2,1,60,0.0,60.0,Credit Card
260,2025-11-02,5675,105,4,0,6,2,60,0.0,120.0,Debit Card
261,2025-09-07,8402,110,1,0,4,1,25,0.0,25.0,PayPal
262,2025-09-15,3300,102,2,2,2,1,80,12.0,68.0,Credit Card
263,2025-08-24,9545,106,4,2,1,2,18,5.4,30.6,Debit Card
264,2025-04-18,3956,102,2,0,1,1,80,0.0,80.0,Apple Pay
265,2025-07-19,7964,108,4,0,5,1,65,0.0,65.0,Debit Card
266,2025-09-23,5637,107,1,0,2,1,75,0.0,75.0,PayPal
267,2025-12-25,1903,105,3,0,1,2,60,0.0,120.0,Debit Card
268,2025-09-12,8103,104,5,0,6,2,65,0.0,130.0,PayPal
269,2025-04-30,8030,105,4,0,2,1,60,0.0,60.0,Apple Pay
270,2025-03-19,195,110,2,2,6,1,25,3.75,21.25,PayPal
271,2025-11-01,3907,108,4,2,2,2,65,19.5,110.5,LFC Points
272,2025-08-22,1074,110,4,2,5,3,25,11.25,63.75,Debit Card
273,2025-06-25,826,106,2,2,5,2,18,5.4,30.6,Apple Pay
274,2025-04-26,36,110,2,2,5,4,25,15.0,85.0,PayPal
275,2025-11-08,9944,104,5,2,2,1,65,9.75,55.25,PayPal
276,2025-04-18,7543,110,4,2,1,2,25,7.5,42.5,Debit Card
277,2025-09-24,1631,107,5,0,6,1,75,0.0,75.0,Debit Card
278,2025-10-26,2435,102,5,2,2,1,80,12.0,68.0,Credit Card
279,2025-12-04,1207,104,2,2,3,1,65,9.75,55.25,Credit Card
280,2025-01-16,7790,106,4,0,1,1,18,0.0,18.0,Debit Card
281,2025-05-14,6636,110,5,2,5,3,25,11.25,63.75,Credit Card
282,2025-03-29,3460,103,4,2,6,1,80,12.0,68.0,Debit Card
283,2025-04-27,2788,101,4,2,5,1,125,18.75,106.25,LFC Points
284,2025-06-14,7775,101,4,2,5,2,125,37.5,212.5,Debit Card
285,2025-10-27,1718,104,4,2,6,2,65,19.5,110.5,LFC Points
286,2025-08-14,8507,104,5,2,1,1,65,9.75,55.25,Credit Card
287,2025-04-26,1829,107,5,2,6,1,75,11.25,63.75,Debit Card
288,2025-07-12,887,109,1,0,3,2,40,0.0,80.0,PayPal
289,2025-02-04,6102,102,1,2,6,1,80,12.0,68.0,PayPal
290,2025-10-06,4942,105,2,2,6,1,60,9.0,51.0,LFC Points
291,2025-01-02,3234,108,5,2,1,2,65,19.5,110.5,Debit Card
292,2025-10-06,2021,102,4,2,6,1,80,12.0,68.0,PayPal
293,2025-02-01,4100,110,5,2,5,2,25,7.5,42.5,Apple Pay
294,2025-07-07,5131,105,4,0,1,2,60,0.0,120.0,Credit Card
295,2025-01-08,5258,104,5,2,2,2,65,19.5,110.5,LFC Points
296,2025-09-23,2133,104,4,2,6,1,65,9.75,55.25,Credit Card
297,2025-09-19,450,109,5,2,2,2,40,12.0,68.0,LFC Points
298,2025-06-14,950,103,2,2,1,2,80,24.0,136.0,PayPal
299,2025-09-04,9693,109,5,2,5,3,40,18.0,102.0,LFC Points
300,2025-09-06,5802,104,1,2,2,2,65,19.5,110.5,PayPal
301,2025-05-31,1644,106,4,3,6,2,18,14.4,21.6,Debit Card
302,2025-01-18,7312,101,4,2,6,2,125,37.5,212.5,PayPal
303,2025-02-01,6580,104,1,2,2,1,65,9.75,55.25,Credit Card
304,2025-02-21,9390,102,4,2,2,1,80,12.0,68.0,Credit Card
305,2025-10-30,5446,106,5,2,6,1,18,2.7,15.3,LFC Points
306,2025-05-06,8030,104,1,2,2,1,65,9.75,55.25,Apple Pay
307,2025-12-17,936,104,5,2,5,1,65,9.75,55.25,PayPal
308,2025-01-05,3522,108,4,2,1,1,65,9.75,55.25,Credit Card
309,2025-08-01,1598,109,5,0,2,2,40,0.0,80.0,Credit Card
310,2025-01-08,4699,106,4,2,6,1,18,2.7,15.3,PayPal
311,2025-03-15,1582,107,5,0,5,2,75,0.0,150.0,PayPal
312,2025-12-21,4892,103,4,2,6,2,80,24.0,136.0,PayPal
313,2025-05-05,2416,106,5,2,1,3,18,8.1,45.9,Credit Card
314,2025-08-06,5382,103,5,2,6,1,80,12.0,68.0,Apple Pay
315,2025-04-23,6302,108,4,2,6,1,65,9.75,55.25,Debit Card
316,2025-01-13,7378,103,4,2,6,1,80,12.0,68.0,LFC Points
317,2025-06-26,7811,109,1,2,1,1,40,6.0,34.0,Debit Card
318,2025-06-10,5257,101,1,2,4,1,125,18.75,106.25,LFC Points
319,2025-11-06,6790,109,1,2,6,3,40,18.0,102.0,Apple Pay
320,2025-06-14,7135,106,5,2,6,4,18,10.8,61.2,LFC Points
321,2025-02-10,7328,105,4,0,1,2,60,0.0,120.0,Debit Card
322,2025-01-18,5155,105,4,0,5,2,60,0.0,120.0,Credit Card
323,2025-07-09,5339,107,4,2,5,2,75,22.5,127.5,Credit Card
324,2025-10-16,2856,101,5,0,6,2,125,0.0,250.0,PayPal
325,2025-06-11,9854,110,5,2,6,1,25,3.75,21.25,Credit Card
326,2025-02-06,3672,105,1,2,1,1,60,9.0,51.0,Apple Pay
327,2025-01-18,5720,109,3,0,3,4,40,0.0,160.0,Credit Card
328,2025-10-20,1183,105,4,2,2,2,60,18.0,102.0,PayPal
329,2025-07-03,5069,109,4,2,2,1,40,6.0,34.0,Credit Card
330,2025-01-21,4814,101,4,0,5,2,125,0.0,250.0,Apple Pay
331,2025-07-03,4128,110,1,2,1,2,25,7.5,42.5,Apple Pay
332,2025-10-02,7221,106,4,0,2,4,18,0.0,72.0,Credit Card
333,2025-05-25,9038,110,5,2,2,3,25,11.25,63.75,PayPal
334,2025-08-06,2205,106,3,2,5,1,18,2.7,15.3,Credit Card
335,2025-04-09,8690,101,4,2,6,2,125,37.5,212.5,Credit Card
336,2025-02-15,8310,102,5,0,1,1,80,0.0,80.0,PayPal
337,2025-06-30,2899,106,4,3,6,3,18,21.6,32.4,LFC Points
338,2025-06-18,9858,101,1,2,6,1,125,18.75,106.25,Apple Pay
339,2025-01-12,7196,102,5,2,5,2,80,24.0,136.0,Credit Card
340,2025-11-20,7092,105,1,2,3,2,60,18.0,102.0,PayPal
341,2025-04-07,1664,101,5,2,5,1,125,18.75,106.25,Debit Card
342,2025-12-25,4056,102,5,2,2,2,80,24.0,136.0,PayPal
343,2025-01-30,2657,106,4,2,2,4,18,10.8,61.2,Credit Card
344,2025-07-31,8355,105,3,2,3,2,60,18.0,102.0,PayPal
345,2025-10-31,6872,105,5,0,6,2,60,0.0,120.0,LFC Points
346,2025-11-07,2950,105,2,2,3,1,60,9.0,51.0,LFC Points
347,2025-04-27,3035,109,1,2,2,1,40,6.0,34.0,Credit Card
348,2025-05-04,7274,103,1,2,5,2,80,24.0,136.0,PayPal
349,2025-12-31,9760,103,4,2,2,2,80,24.0,136.0,Apple Pay
350,2025-10-22,1513,105,2,2,6,2,60,18.0,102.0,LFC Points
351,2025-10-22,5010,101,1,2,2,2,125,37.5,212.5,PayPal
352,2025-06-23,8920,105,5,2,5,1,60,9.0,51.0,LFC Points
353,2025-03-21,4739,109,4,2,6,4,40,24.0,136.0,LFC Points
354,2025-01-10,7809,104,2,2,6,2,65,19.5,110.5,PayPal
355,2025-05-11,9375,108,5,2,2,2,65,19.5,110.5,LFC Points
356,2025-01-24,5270,104,5,2,2,1,65,9.75,55.25,Apple Pay
357,2025-02-27,9223,102,2,2,6,2,80,24.0,136.0,Credit Card
358,2025-08-05,2078,109,4,2,2,3,40,18.0,102.0,PayPal
359,2025-08-11,7500,107,5,2,2,2,75,22.5,127.5,Credit Card
360,2025-12-21,1338,110,5,0,6,1,25,0.0,25.0,LFC Points
361,2025-04-08,5977,103,4,2,1,2,80,24.0,136.0,Debit Card
362,2025-06-25,9452,110,4,2,5,4,25,15.0,85.0,PayPal
363,2025-10-24,8131,101,1,2,2,2,125,37.5,212.5,PayPal
364,2025-08-18,5220,110,1,0,6,3,25,0.0,75.0,PayPal
365,2025-04-19,9687,107,1,0,6,2,75,0.0,150.0,Credit Card
